Date,Open,High,Low,Close,Adj Close,Volume
2009-09-28,190.000000,194.000000,184.199997,189.300003,139.927704,3460151
2009-10-05,189.300003,216.100006,189.300003,206.500000,152.641647,7451581
2009-10-12,210.000000,211.800003,205.500000,205.699997,152.050354,2402031
2009-10-19,205.500000,208.600006,205.500000,207.300003,153.233047,1016309
2009-10-26,196.100006,196.399994,178.375000,188.199997,139.114578,2529571
2009-11-02,188.199997,190.500000,180.899994,189.500000,140.075546,2203726
2009-11-09,189.500000,210.000000,189.500000,200.500000,148.206558,4185197
2009-11-16,204.600006,206.100006,196.399994,198.600006,146.802139,4116969
2009-11-23,198.600006,207.399994,190.699997,192.300003,142.145264,2760652
2009-11-30,192.300003,193.100006,187.000000,190.000000,140.445114,4544707
2009-12-07,182.899994,199.500000,182.899994,188.000000,138.966766,14672369
2009-12-14,191.500000,193.899994,182.000000,183.199997,135.418686,5375922
2009-12-21,185.600006,193.899994,181.899994,185.699997,137.266632,1473745
2009-12-28,185.699997,187.800003,183.699997,187.800003,138.818939,1173545
2010-01-04,185.300003,197.100006,185.233002,195.699997,144.658478,4150341
2010-01-11,195.699997,199.600006,190.199997,195.199997,144.288925,6173396
2010-01-18,193.300003,200.000000,193.300003,198.399994,146.654312,5975531
2010-01-25,198.399994,198.399994,189.000000,190.399994,140.740799,4272055
2010-02-01,190.399994,204.199997,189.800003,191.100006,141.258240,10111270
2010-02-08,191.100006,191.100006,177.699997,181.699997,134.309921,11009590
2010-02-15,182.300003,186.000000,178.699997,186.000000,137.488388,5285075
2010-02-22,185.000000,191.500000,178.000000,185.399994,137.044861,8790522
2010-03-01,187.300003,194.899994,185.100006,191.100006,141.258240,9094634
2010-03-08,191.800003,200.100006,190.399994,198.600006,146.802139,8137511
2010-03-15,198.800003,199.800003,191.699997,194.899994,144.067093,20962688
2010-03-22,194.000000,195.000000,137.000000,144.500000,106.812225,8172231
2010-03-29,144.500000,166.000000,144.500000,165.500000,122.335121,24092505
2010-04-05,165.500000,184.000000,165.500000,184.000000,136.010056,13628996
2010-04-12,183.500000,192.250000,179.750000,181.250000,133.977249,7355578
2010-04-19,182.250000,195.250000,178.000000,194.750000,143.956268,6613760
2010-04-26,204.000000,204.500000,185.000000,193.250000,142.847473,6116376
2010-05-03,193.250000,197.500000,176.500000,182.250000,134.716446,7102346
2010-05-10,187.750000,199.500000,187.250000,190.250000,140.629913,2827146
2010-05-17,190.250000,201.250000,171.000000,175.250000,129.542145,9519259
2010-05-24,175.500000,193.000000,175.500000,189.500000,140.075546,4120674
2010-05-31,189.500000,196.500000,178.250000,182.500000,134.901245,1687924
2010-06-07,178.750000,190.000000,175.440002,189.000000,139.705933,1478371
2010-06-14,197.000000,198.000000,181.000000,194.000000,143.401871,4010138
2010-06-21,193.000000,197.500000,189.500000,191.750000,141.738708,2258175
2010-06-28,189.000000,194.750000,183.250000,184.000000,136.010056,1919073
2010-07-05,189.500000,192.800003,183.199997,192.000000,141.923492,1287145
2010-07-12,190.000000,199.750000,188.500000,197.500000,145.989029,1175240
2010-07-19,196.000000,205.000000,196.000000,205.000000,151.532913,1489394
2010-07-26,200.000000,233.000000,200.000000,230.000000,170.012543,3791790
2010-08-02,230.000000,233.000000,217.250000,226.750000,167.610168,1894333
2010-08-09,226.750000,229.750000,209.000000,222.000000,164.099045,1818783
2010-08-16,221.000000,228.000000,217.500000,218.750000,161.696686,1032897
2010-08-23,217.000000,231.000000,212.500000,215.500000,159.294342,1126070
2010-08-30,215.500000,232.000000,211.462997,229.750000,169.827728,1259935
2010-09-06,220.250000,233.000000,216.000000,231.750000,171.306076,1548248
2010-09-13,221.000000,248.300003,221.000000,239.250000,176.849991,3549486
2010-09-20,230.000000,246.000000,230.000000,244.000000,180.361115,2641029
2010-09-27,244.000000,274.750000,244.000000,265.000000,195.884018,5815444
2010-10-04,262.250000,270.250000,255.250000,258.500000,191.079330,1696893
2010-10-11,259.500000,291.500000,250.350006,286.750000,211.961258,2027702
2010-10-18,284.250000,297.250000,278.750000,290.000000,214.363602,2474748
2010-10-25,288.250000,304.500000,286.000000,304.500000,225.081818,2395490
2010-11-01,305.750000,344.250000,303.863007,341.750000,252.616425,8816773
2010-11-08,338.250000,361.200012,329.489990,347.000000,256.497162,3743666
2010-11-15,349.000000,366.500000,344.140015,362.250000,267.769714,1381380
2010-11-22,361.500000,393.750000,347.964996,376.250000,278.118317,2218301
2010-11-29,381.250000,404.000000,361.250000,398.000000,294.195587,2388024
2010-12-06,375.000000,421.250000,375.000000,416.250000,307.685760,2915345
2010-12-13,415.250000,423.750000,377.000000,402.000000,297.152374,4589659
2010-12-20,404.250000,412.250000,391.250000,397.500000,293.826019,1589943
2010-12-27,395.000000,407.000000,391.675995,395.250000,292.162842,813778
2011-01-03,395.250000,432.500000,395.250000,430.000000,317.849548,2527943
2011-01-10,424.000000,434.500000,383.250000,391.750000,289.575714,2826848
2011-01-17,390.750000,404.000000,383.500000,393.250000,290.684479,2761992
2011-01-24,375.000000,415.000000,360.500000,405.000000,299.369873,2700428
2011-01-31,400.750000,412.750000,395.000000,402.000000,297.152374,1976498
2011-02-07,400.500000,418.750000,394.000000,412.250000,304.729004,1304436
2011-02-14,415.000000,425.000000,391.500000,407.000000,300.848297,953132
2011-02-21,404.250000,410.500000,381.500000,401.000000,296.413116,1560247
2011-02-28,398.750000,412.500000,390.500000,398.500000,294.565155,1693849
2011-03-07,394.750000,401.000000,360.750000,374.750000,277.009552,3695003
2011-03-14,384.500000,384.500000,366.750000,370.250000,273.683228,1803364
2011-03-21,371.500000,394.000000,363.250000,379.000000,280.151093,2300892
2011-03-28,382.250000,384.500000,358.250000,366.250000,270.726532,2017233
2011-04-04,364.000000,405.000000,364.000000,370.000000,273.498444,1946894
2011-04-11,368.000000,400.000000,368.000000,400.000000,295.673920,1681762
2011-04-18,396.250000,410.750000,393.750000,399.500000,295.304443,1994806
2011-04-25,399.500000,401.000000,387.000000,397.750000,294.010803,599323
2011-05-02,397.750000,415.250000,391.750000,395.750000,292.532471,1701190
2011-05-09,399.000000,403.750000,384.000000,389.750000,288.097321,1679183
2011-05-16,403.000000,403.000000,358.000000,369.750000,273.313568,1534265
2011-05-23,369.750000,399.500000,352.000000,386.250000,285.510162,1287365
2011-05-30,386.250000,399.000000,385.250000,393.000000,290.499634,461387
2011-06-06,390.750000,404.250000,382.000000,386.750000,285.879761,1272583
2011-06-13,395.000000,409.250000,380.000000,386.000000,285.325348,1628103
2011-06-20,385.000000,409.750000,380.750000,405.250000,299.554718,1773005
2011-06-27,387.000000,435.000000,387.000000,431.500000,318.958313,1315680
2011-07-04,430.000000,448.000000,421.309998,438.000000,323.763000,1586697
2011-07-11,434.000000,450.238007,399.750000,417.000000,311.862183,1602027
2011-07-18,411.750000,417.000000,397.750000,404.500000,302.513855,974897
2011-07-25,405.000000,438.250000,395.000000,412.750000,308.683777,2090100
2011-08-01,416.500000,428.750000,375.250000,379.250000,283.630035,2135559
2011-08-08,371.750000,398.750000,320.500000,394.000000,294.661133,1885973
2011-08-15,374.500000,415.000000,326.250000,344.000000,257.267639,1281273
2011-08-22,337.000000,366.750000,321.750000,324.750000,242.871109,1074307
2011-08-29,324.750000,375.000000,320.000000,350.250000,261.941803,1120232
2011-09-05,339.750000,362.500000,330.500000,336.750000,251.845566,790670
2011-09-12,325.250000,386.000000,310.250000,375.750000,281.012543,2746728
2011-09-19,375.750000,376.000000,331.515015,350.000000,261.754852,933560
2011-09-26,341.500000,359.000000,316.000000,340.000000,254.276123,1525293
2011-10-03,331.250000,361.250000,325.000000,345.500000,258.389404,1946690
2011-10-10,344.000000,366.000000,333.000000,347.000000,259.511261,1549721
2011-10-17,343.000000,352.500000,300.250000,310.000000,231.839996,2912205
2011-10-24,310.000000,355.250000,310.000000,354.500000,265.120178,2226664
2011-10-31,355.500000,364.549988,325.000000,345.000000,258.015442,1947994
2011-11-07,350.000000,383.250000,309.750000,323.000000,241.562332,7083437
2011-11-14,325.000000,331.000000,303.750000,310.000000,231.839996,3513935
2011-11-21,310.000000,320.500000,292.500000,303.000000,227.890381,3686616
2011-11-28,304.250000,343.000000,304.000000,334.500000,251.581924,5191903
2011-12-05,332.250000,337.750000,309.250000,315.000000,236.915756,2854392
2011-12-12,312.000000,321.000000,285.250000,303.000000,227.890381,2787758
2011-12-19,300.000000,324.250000,299.250000,310.000000,233.155106,1823014
2011-12-26,310.000000,314.045013,301.190002,309.000000,232.403030,709633
2012-01-02,309.000000,319.750000,309.000000,319.750000,240.488235,2322617
2012-01-09,321.000000,336.000000,315.250000,318.500000,239.548126,6043325
2012-01-16,321.000000,333.000000,319.000000,324.750000,244.248779,2371495
2012-01-23,326.750000,354.000000,313.750000,330.000000,248.197433,3204931
2012-01-30,159.000000,175.000000,153.750000,173.500000,130.491669,4177436
2012-02-06,170.250000,176.949997,169.000000,172.000000,129.363541,3111842
2012-02-13,169.000000,180.660004,167.250000,169.000000,127.107155,3221502
2012-02-20,176.750000,176.750000,168.000000,170.000000,127.859276,3310907
2012-02-27,168.500000,179.750000,168.250000,174.500000,131.243774,2602733
2012-03-05,174.250000,177.750000,168.000000,170.250000,128.047287,6570001
2012-03-12,170.250000,178.119995,165.750000,171.500000,128.987442,2998232
2012-03-19,171.500000,176.000000,164.500000,165.000000,124.098717,2210219
2012-03-26,166.250000,168.899994,149.250000,150.000000,112.817001,5377626
2012-04-02,150.250000,153.750000,125.750000,130.000000,97.774734,4933833
2012-04-09,130.000000,132.500000,122.250000,127.250000,95.706436,4255408
2012-04-16,128.000000,130.500000,123.000000,125.000000,94.014160,4617651
2012-04-23,125.000000,134.000000,120.250000,130.250000,97.962769,4847011
2012-04-30,131.250000,135.750000,127.750000,133.000000,100.031082,3181488
2012-05-07,133.000000,139.000000,131.000000,136.500000,102.663483,2286988
2012-05-14,136.750000,137.000000,130.500000,131.000000,98.526855,2683755
2012-05-21,130.250000,135.000000,126.879997,129.750000,97.586716,1839292
2012-05-28,131.500000,131.500000,129.250000,130.500000,98.150803,1919458
2012-06-04,130.500000,134.750000,129.000000,132.500000,99.655022,1532703
2012-06-11,133.250000,145.000000,126.250000,141.750000,106.612083,2950085
2012-06-18,141.750000,145.750000,135.000000,145.000000,109.056435,5845256
2012-06-25,145.000000,145.000000,140.000000,144.000000,108.304298,1442274
2012-07-02,140.000000,145.000000,135.750000,137.750000,103.603622,2353649
2012-07-09,138.750000,139.320007,130.600006,133.500000,102.721497,1705745
2012-07-16,134.000000,135.000000,128.750000,129.500000,99.643684,801196
2012-07-23,129.500000,133.000000,121.730003,131.000000,100.797859,2178260
2012-07-30,131.000000,134.500000,125.000000,132.000000,101.567322,1729647
2012-08-06,131.500000,145.000000,131.500000,141.750000,109.069450,1414599
2012-08-13,142.750000,161.380005,141.500000,155.750000,119.841743,2215607
2012-08-20,156.750000,158.750000,143.000000,149.500000,115.032669,1923505
2012-08-27,149.500000,150.600006,144.250000,145.000000,111.570145,610470
2012-09-03,147.250000,158.250000,144.910004,157.750000,121.380615,903783
2012-09-10,158.500000,163.500000,151.500000,161.500000,124.266052,3124061
2012-09-17,164.500000,170.250000,155.000000,164.250000,126.382057,1464593
2012-09-24,163.500000,167.750000,158.250000,163.500000,125.804962,696982
2012-10-01,161.750000,175.500000,160.750000,169.000000,130.036942,1247914
2012-10-08,168.750000,172.000000,161.160004,169.250000,130.229294,847181
2012-10-15,170.000000,173.304993,164.000000,164.250000,126.382057,1196245
2012-10-22,164.250000,167.000000,155.339996,167.000000,128.498032,1194568
2012-10-29,167.250000,174.000000,164.750000,169.750000,130.614029,1038218
2012-11-05,173.000000,178.173004,165.054993,175.000000,134.653625,1161877
2012-11-12,175.500000,200.500000,174.072006,194.000000,149.273163,2486016
2012-11-19,195.000000,200.750000,186.000000,193.500000,148.888443,1244610
2012-11-26,192.000000,205.613007,190.000000,198.500000,154.146179,1854744
2012-12-03,201.500000,203.750000,184.608994,201.000000,156.087570,1259471
2012-12-10,203.500000,210.000000,190.000000,201.000000,156.087570,2086638
2012-12-17,194.500000,209.000000,189.119995,204.000000,158.417252,954218
2012-12-24,204.250000,207.324997,200.750000,203.500000,158.028961,201962
2012-12-31,211.250000,213.750000,202.761002,212.000000,164.629669,722373
2013-01-07,210.000000,227.688004,205.250000,219.750000,170.647964,1770039
2013-01-14,221.500000,223.000000,216.000000,217.000000,168.512451,545008
2013-01-21,218.000000,235.500000,212.000000,234.000000,181.713898,2053033
2013-01-28,224.000000,232.000000,214.789993,220.000000,170.842117,8433866
2013-02-04,217.500000,219.889999,210.250000,213.250000,165.600357,1742969
2013-02-11,212.500000,214.750000,198.000000,200.000000,155.311005,1560069
2013-02-18,209.250000,216.250000,200.000000,213.500000,165.794495,1709138
2013-02-25,215.000000,216.000000,205.000000,206.000000,159.970337,1368514
2013-03-04,208.250000,208.250000,203.000000,204.000000,158.417252,1000605
2013-03-11,203.250000,205.750000,192.500000,199.500000,154.922714,2282234
2013-03-18,196.000000,210.000000,194.610001,200.500000,155.699295,1457724
2013-03-25,201.000000,203.000000,198.000000,201.500000,156.475830,1366128
2013-04-01,201.500000,204.000000,187.500000,190.000000,147.545425,799448
2013-04-08,191.500000,204.250000,188.000000,201.000000,156.087570,979131
2013-04-15,202.000000,202.250000,195.000000,197.500000,153.369629,721053
2013-04-22,197.500000,199.250000,188.500000,191.500000,148.710266,976777
2013-04-29,191.750000,250.757004,191.750000,248.500000,192.973923,5467516
2013-05-06,248.500000,249.895004,237.673004,244.000000,189.479416,1424532
2013-05-13,248.250000,250.000000,240.500000,243.000000,188.702866,1439295
2013-05-20,242.500000,246.279999,235.000000,235.500000,182.878693,720900
2013-05-27,235.500000,250.000000,234.203003,248.000000,192.585648,687932
2013-06-03,249.750000,250.000000,237.274994,243.000000,188.702866,1282962
2013-06-10,239.500000,248.750000,233.664993,241.000000,187.149765,1171461
2013-06-17,243.250000,245.250000,226.500000,234.000000,181.713898,1313401
2013-06-24,234.250000,250.000000,229.000000,249.000000,193.362198,2095859
2013-07-01,248.500000,254.250000,240.000000,247.000000,191.809082,9126088
2013-07-08,248.750000,257.500000,244.000000,244.000000,189.479416,1714435
2013-07-15,241.750000,250.000000,237.500000,244.000000,191.975098,1682736
2013-07-22,244.000000,249.000000,242.750000,247.750000,194.925537,1293189
2013-07-29,247.000000,250.000000,239.750000,247.000000,194.335449,1888284
2013-08-05,247.000000,248.500000,240.750000,243.750000,191.778412,1179958
2013-08-12,243.750000,245.000000,233.250000,234.500000,184.500656,948613
2013-08-19,233.500000,238.013000,223.500000,235.000000,184.894043,906967
2013-08-26,235.000000,243.750000,233.750000,236.250000,185.877533,707205
2013-09-02,235.750000,245.000000,232.500000,235.500000,185.287445,787367
2013-09-09,233.250000,238.750000,227.261002,229.000000,180.173355,767420
2013-09-16,231.500000,237.000000,225.250000,228.000000,179.386581,972836
2013-09-23,229.000000,246.000000,221.250000,233.250000,183.517212,2043029
2013-09-30,232.000000,249.250000,232.000000,240.250000,189.024673,2177864
2013-10-07,240.250000,255.000000,233.750000,253.000000,199.056152,1269625
2013-10-14,253.500000,264.750000,253.500000,259.000000,203.776825,1441570
2013-10-21,259.750000,259.750000,253.414993,258.000000,202.990051,897433
2013-10-28,260.500000,261.959991,255.500000,258.750000,203.580154,496935
2013-11-04,265.500000,265.519989,251.250000,264.500000,208.104156,1831479
2013-11-11,264.500000,280.750000,256.000000,275.250000,216.562088,10998278
2013-11-18,274.250000,283.750000,272.730011,279.000000,219.512512,1797035
2013-11-25,280.500000,287.250000,265.890015,282.000000,223.476334,726241
2013-12-02,282.250000,285.250000,274.250000,277.000000,219.513947,1366851
2013-12-09,276.500000,289.000000,274.750000,280.000000,221.891357,1937476
2013-12-16,280.750000,286.500000,276.500000,278.000000,220.306412,19911604
2013-12-23,279.000000,279.000000,260.299988,273.100006,216.423340,1266816
2013-12-30,270.200012,279.899994,267.600006,275.000000,217.929001,1352404
2014-01-06,275.700012,279.437988,267.799988,276.000000,218.721481,1238633
2014-01-13,277.000000,279.299988,265.303009,271.200012,214.917648,1546970
2014-01-20,271.200012,287.899994,269.653015,277.299988,219.751678,1729908
2014-01-27,275.600006,302.399994,269.000000,298.799988,236.789780,3033509
2014-02-03,292.100006,300.036987,282.000000,292.000000,231.400986,1719301
2014-02-10,290.200012,301.600006,288.000000,299.899994,237.661484,842345
2014-02-17,300.000000,307.399994,295.000000,306.000000,242.495560,1167997
2014-02-24,307.000000,355.000000,303.674988,351.500000,278.552917,4628833
2014-03-03,343.700012,357.700012,328.122986,334.899994,265.397858,2005935
2014-03-10,335.700012,344.200012,323.798004,329.299988,260.960052,1309857
2014-03-17,332.700012,345.299988,318.592010,339.299988,268.884735,1429236
2014-03-24,342.799988,346.799988,317.600006,331.000000,262.307281,1238338
2014-03-31,334.000000,340.700012,320.399994,321.399994,254.699585,1593277
2014-04-07,322.600006,334.000000,308.000000,316.899994,251.133423,2238992
2014-04-14,314.200012,319.540009,296.299988,303.100006,240.197372,1388762
2014-04-21,303.100006,314.899994,300.500000,309.299988,245.110641,868788
2014-04-28,308.200012,330.000000,301.299988,324.399994,257.076965,1512789
2014-05-05,324.399994,341.640015,315.433990,320.000000,253.590088,1952062
